Sports car	14.257560213243263	70	Automotive\Convertible & Sports cars:0.985165
Convertible	4.94543042131199	30	Automotive:0.941137,Automotive\Compact and Coupe:0.772871,Automotive\Convertible & Sports cars:0.999348
MG Cars	4.808399031632216	17	Automotive\Compact and Coupe:0.763541,Automotive\Manufacturers\MINI:0.521813,Automotive\Convertible & Sports cars:0.964544,Automotive\Manufacturers:0.96409,Automotive\Sedan:0.651
Monterey Sports Car Championships	1.7322448729139537	16	Sports\Motor Sports\Auto Racing:0.976613,Sports:0.68337,Automotive\Convertible & Sports cars:0.986318
Mazda MX-5	4.577082048990346	14	Sports:0.651,Automotive\Convertible & Sports cars:0.998275,Automotive\Manufacturers:0.95355,Automotive:0.985049,Automotive\Manufacturers\Mazda:0.968951,Finance:0.883085,Automotive\Manufacturers\Datsun:0.721685
Elfin Sports Cars	1.329817156573542	14	Sports\Motor Sports:0.703175,Automotive\Convertible & Sports cars:0.999387,Sports\Motor Sports\Auto Racing:0.976578,Automotive\Manufacturers:0.65617,Automotive:0.91837
Convertible bond	2.9943464815538183	14	Automotive\Compact and Coupe:0.731436,Automotive\Convertible & Sports cars:0.999973,Shopping\Coupons & Discount offers:0.957491,Finance\Investing\Stocks:0.709594,Finance\Mortgages & Loans:0.666735,Finance\Credit & Lending:0.695615,Finance:0.932618
Group A Sports Cars	1.229122879128315	12	Automotive\Manufacturers\Chevrolet:0.705659,Sports\Motor Sports:0.999369,Automotive\Convertible & Sports cars:1.0,Automotive\Manufacturers\Porsche:0.878199,Sports\Motor Sports\Auto Racing:0.992944,Automotive\Manufacturers\Lotus:0.691148,Automotive\Manufacturers\Vauxhall:0.731188
Bridgehampton Sports Car Races	0.5611875	10	Sports\Motor Sports\Auto Racing:0.927979,Sports\Motor Sports:0.666102,Automotive\Convertible & Sports cars:0.986318
Porsche 911 (classic)	1.0672597477585375	9	Automotive\Compact and Coupe:0.693994,Automotive\Convertible & Sports cars:0.990245,Automotive\Manufacturers\Porsche:0.961223,Sports\Motor Sports\Auto Racing:0.685787,Automotive\Manufacturers:0.953193,Automotive\Manufacturers\Volkswagen:0.685292,Automotive:0.949504
June Sprints	0.5399375	9	Sports\Motor Sports\Auto Racing:0.880104,Sports\Motor Sports:0.651,Sports:0.690295,Automotive\Convertible & Sports cars:0.960796
Jaguar XK120	0.904504827852044	8	Automotive\Compact and Coupe:0.693994,Automotive\Convertible & Sports cars:0.986231,Sports\Motor Sports\Auto Racing:0.844061,Automotive\Manufacturers:0.951639,Automotive:0.966311,Automotive\Manufacturers\Jaguar:0.765863
Sports Car Challenge of Mid-Ohio	0.9540893639322915	8	Sports:0.654628,Automotive\Convertible & Sports cars:0.995225,Sports\Motor Sports\Auto Racing:0.964227,Automotive\Manufacturers\Acura:0.754466,Automotive\Manufacturers\Honda:0.685731
